item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q106496152,Claude Joseph,Q3251913,Foreign Minister of Haiti,2020-03-04,2021-11-24,,Q106496152-596C0504-F468-43B3-A858-FBACDA8C252E
Q107451258,Ariel Henry,Q1064589,Premier ministre,2021-07-20,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q107451258-047819cc-4bab-a128-b5e7-bda7227840cf
Q107451258,Ariel Henry,Q113531482,Minister of Interior and Territorial Communities,2022-11-14,,,Q107451258-62452BCE-F0C3-48DF-81E7-D6B508CF2442
Q107451258,Ariel Henry,Q114735426,Ministre des Affaires sociales et du Travail,2021-07-20,2021-11-24,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q107451258-E0CF526F-1E21-4A08-8FAB-A18B6086F00C
Q107451258,Ariel Henry,Q114735466,Minister of Culture and Communication,2021-11-25,,,Q107451258-F89C5CE5-BD77-4190-AF32-B29EFC85C095
Q111054262,Sofia Loréus,Q114735435,Minister on the Status and Rights of Women in Haiti,2021-07-20,,,Q111054262-609D70BE-E610-47C5-8CF0-2B7A46257FF8
Q113531338,Jean Victor Geneus,Q3251913,Ministre des Affaires étrangères,2021-11-24,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q113531338-3d44b000-45e8-adf3-a23c-cb6da320867b
Q114735632,Charlot Bredy,Q114735601,"Ministre de l'Agriculture, des Ressources natureIles et du Développement rural",2021-07-20,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735632-9A600360-F702-4DA7-B650-6FD14F76D316
Q114735634,Enold Joseph,Q114735521,Ministre de la Défense,2021-07-20,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735634-F68E2722-EBAF-44D3-9ED8-94AC712CE068
Q114735635,Liszt Quitel,Q113531482,Ministre de l'Intérieur,2021-07-20,2022-11-14,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735635-D0682F78-2879-4E43-A256-5BD25374DBF8
Q114735637,Marie Lucie Joseph,Q114735408,Ministre de l'Éducation nationale et de la Formation professionnelle,2021-07-20,2021-11-24,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735637-AD624570-4D12-440A-81E2-4A01309D1200
Q114735638,Michel Patrick Boivert,Q113531483,Ministre de l'Économie et des Finances,2021-07-20,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735638-1D449E2B-22A2-4C9F-B6F5-0AFA86BACB61
Q114735640,Ricarden St-Jean,Q114735444,Ministre du Commerce et de l'Industrie,2021-07-20,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735640-2EA350A5-90B2-455E-BE3E-FD2B3C993C4F
Q114735641,Rockfeller Vincent,Q114735418,Ministre de la Justice et de la Sécurité publique,2021-07-20,2021-11-24,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735641-1D56767A-6FBC-45A4-82AE-1AA6BCB6492D
Q114735642,Rosemond Pradel,Q114735410,"Ministre des Travaux publics, des Transports et de la Communication",2021-11-24,,https://fr.wikipedia.org/wiki/Gouvernement_Ariel_Henry,Q114735642-DE3B57DA-0CBA-45F4-A977-44149BA75F21
Q114735956,Odney Pierre Ricot,Q114735426,Minister of Social Affairs and Labor,2021-11-24,,,Q114735956-596070FC-5C67-40B7-8A54-1A5ECCACE59B
Q114736005,Berto Dorcé,Q114735418,Minister of Justice and Public Security,2021-11-24,2022-11-14,,Q114736005-76AAAEBE-AFAD-41A1-99D1-6875550A87D6
Q114736193,Alex LARSEN,Q114735441,Minister of Health,2021-11-25,,,Q114736193-5E27D533-E322-490D-9EC4-56E7F94CAF5B
Q114736194,James CADET,Q114736187,Minister of the Environment,2021-07-20,,,Q114736194-B773F144-6672-4CB5-9987-5D252E3EF740
Q114736195,Luz Kurta Cassandra FRANÇOIS,Q114736184,Minister of Tourism,2021-07-20,,,Q114736195-6422BF49-BF02-46C9-B274-F6473564DA94
Q114736196,Nazareth AUGUSTE,Q114736178,Minister of Haitians Living Abroad,2021-07-20,,,Q114736196-52E16A77-ED12-4018-9F65-7646AB118DEC
Q114736197,Raymonde RIVAL,Q114736186,"Minister of Youth, Sports and Civic Action",2021-11-25,,,Q114736197-27C4B4F4-2F69-4850-96A9-D174FCA7B2AD
Q114736398,Wilson EDOUARD,Q114735410,"Minister of Public Works, Transport and Communications",2021-07-20,2021-11-24,,Q114736398-f5c694b8-4f6b-143f-9a8f-8299edfcec57
Q114736428,Simon Dieusel DESRAS,Q114736181,Minister of Planning and External Cooperation,2021-07-20,2021-11-25,,Q114736428-59faa7d1-4c36-dd1b-f504-772eef9d1f96
Q114736490,Petricks JUSTIN,Q114736186,"Minister of Youth, Sports and Civic Action",2021-07-20,2021-11-25,,Q114736490-4e91c0a7-4a6f-5ff7-b253-a9b94c78f9b3
Q22134355,Nesmy Manigat,Q114735408,Minister of National Education and Vocational Training of Haiti,2021-11-24,,,Q22134355-2C769944-16AA-4D49-B53D-1ACA2C706DE7
Q28803401,Ricard Pierre,Q114736181,Minister of Planning and External Cooperation,2021-11-25,,,Q28803401-FAE00F84-1923-4E91-9113-1CB31A44AF5F
Q96198910,Jean Emmanuel Jacquet,Q114735466,Minister of Culture and Communication,2021-07-20,2021-11-25,,Q96198910-8b72de10-4791-f3f4-9361-b4ea6deab5f0
Q97255367,Marie Gréta Roy CLEMENT,Q114735441,Minister of Health,2021-07-20,2021-11-25,,Q97255367-9908a469-4ce9-1ba4-38f6-132b547058a6
